1	There	_	EX	EX	_	2	expl	_	_
3	I	_	PRP	PRP	_	4	nsubj	_	_
4	'm	_	VBP	VBP	_	0	null	_	_
5	far	_	RB	RB	_	4	advmod	_	_
6	from	_	IN	IN	_	5	dep	_	_
7	Mrs.	_	NNP	NNP	_	8	nn	_	_
8	Fields	_	NNP	NNP	_	6	pobj	_	_
9	,	_	,	,	_	4	punct	_	_
10	but	_	CC	CC	_	4	cc	_	_
11	I	_	PRP	PRP	_	12	nsubj	_	_
12	made	_	VBD	VBD	_	4	conj	_	_
13	some	_	DT	DT	_	14	det	_	_
14	cookies	_	NNS	NNS	_	12	dobj	_	_
15	that	_	IN	IN	_	17	dobj	_	_
16	I	_	PRP	PRP	_	17	nsubj	_	_
17	hope	_	VBP	VBP	_	14	rcmod	_	_
18	you	_	PRP	PRP	_	21	nsubj	_	_
19	do	_	VBP	VBP	_	21	aux	_	_
20	n't	_	RB	RB	_	21	neg	_	_
21	hate	_	VB	VB	_	17	ccomp	_	_
22	.	_	.	.	_	4	punct	_	_

1	Ah	_	UH	UH	_	3	dep	_	_
2	,	_	,	,	_	3	punct	_	_
3	okay	_	NN	NN	_	0	null	_	_
4	.	_	.	.	_	3	punct	_	_

1	They	_	PRP	PRP	_	5	nsubj	_	_
2	're	_	VBP	VBP	_	5	cop	_	_
3	chocolate	_	JJ	JJ	_	5	amod	_	_
4	peanut	_	NN	NN	_	5	nn	_	_
5	butter	_	NN	NN	_	0	null	_	_
6	.	_	.	.	_	5	punct	_	_

1	Oh	_	UH	UH	_	4	dep	_	_
2	,	_	,	,	_	4	punct	_	_
3	my	_	PRP$	PRP$	_	4	poss	_	_
4	favorite	_	NN	NN	_	0	null	_	_
5	.	_	.	.	_	4	punct	_	_

1	Really	_	RB	RB	_	0	null	_	_
2	?	_	.	.	_	1	punct	_	_

1	Yeah	_	UH	UH	_	0	null	_	_
2	.	_	.	.	_	1	punct	_	_

1	Mine	_	NNP	NNP	_	0	null	_	_
2	too	_	RB	RB	_	1	advmod	_	_
3	.	_	.	.	_	1	punct	_	_

1	Mmm	_	NNP	NNP	_	0	null	_	_
2	.	_	.	.	_	1	punct	_	_

1	Okay	_	NNP	NNP	_	7	nsubj	_	_
2	,	_	,	,	_	7	punct	_	_
3	well	_	RB	RB	_	7	advmod	_	_
4	,	_	,	,	_	7	punct	_	_
5	I	_	PRP	PRP	_	7	nsubj	_	_
6	am	_	VBP	VBP	_	7	aux	_	_
7	heading	_	VBG	VBG	_	0	null	_	_
8	to	_	TO	TO	_	7	prep	_	_
9	the	_	DT	DT	_	10	det	_	_
10	gym	_	NN	NN	_	8	pobj	_	_
11	.	_	.	.	_	7	punct	_	_

1	Mmhmm	_	NNP	NNP	_	0	null	_	_
2	.	_	.	.	_	1	punct	_	_

1	Antonio	_	NNP	NNP	_	2	nsubj	_	_
2	has	_	VBZ	VBZ	_	0	null	_	_
3	me	_	PRP	PRP	_	4	nsubj	_	_
4	wearing	_	VBG	VBG	_	2	xcomp	_	_
5	ankle	_	JJ	JJ	_	6	amod	_	_
6	weights	_	NNS	NNS	_	4	dobj	_	_
7	.	_	.	.	_	2	punct	_	_

1	Says	_	VBZ	VBZ	_	0	null	_	_
2	my	_	PRP$	PRP$	_	4	poss	_	_
3	footwork	_	NN	NN	_	4	nn	_	_
4	sucks	_	NNS	NNS	_	1	dobj	_	_
5	.	_	.	.	_	1	punct	_	_

1	Ah	_	UH	UH	_	0	null	_	_
2	.	_	.	.	_	1	punct	_	_

1	Yeah	_	UH	UH	_	0	null	_	_
2	.	_	.	.	_	1	punct	_	_

1	You	_	PRP	PRP	_	2	nsubj	_	_
2	gon	_	VBG	VBG	_	0	null	_	_
3	na	_	TO	TO	_	4	aux	_	_
4	drop	_	VB	VB	_	2	xcomp	_	_
5	by	_	IN	IN	_	4	prep	_	_
6	later	_	RB	RB	_	5	pobj	_	_
7	?	_	.	.	_	2	punct	_	_

1	I	_	PRP	PRP	_	2	nsubj	_	_
2	might	_	MD	MD	_	0	null	_	_
3	.	_	.	.	_	2	punct	_	_

1	Yeah	_	UH	UH	_	4	dep	_	_
2	,	_	,	,	_	4	punct	_	_
3	you	_	PRP	PRP	_	4	nsubj	_	_
4	know	_	VBP	VBP	_	0	null	_	_
5	,	_	,	,	_	7	punct	_	_
6	I	_	PRP	PRP	_	7	nsubj	_	_
7	like	_	VBP	VBP	_	4	parataxis	_	_
8	it	_	PRP	PRP	_	7	dobj	_	_
9	when	_	WRB	WRB	_	11	advmod	_	_
10	you	_	PRP	PRP	_	11	nsubj	_	_
11	do	_	VBP	VBP	_	7	advcl	_	_
12	.	_	.	.	_	4	punct	_	_

1	Hey	_	NNP	NNP	_	0	null	_	_
2	.	_	.	.	_	1	punct	_	_

1	Thanks	_	NNS	NNS	_	0	null	_	_
2	again	_	RB	RB	_	1	advmod	_	_
3	.	_	.	.	_	1	punct	_	_

1	Oh	_	UH	UH	_	3	dep	_	_
2	,	_	,	,	_	3	punct	_	_
3	yeah	_	NN	NN	_	0	null	_	_
4	.	_	.	.	_	3	punct	_	_

1	Hi	_	NNP	NNP	_	0	null	_	_
2	.	_	.	.	_	1	punct	_	_

1	Hello	_	NNP	NNP	_	0	null	_	_
2	,	_	,	,	_	1	punct	_	_
3	Ace	_	NNP	NNP	_	4	nn	_	_
4	Ventura	_	NNP	NNP	_	1	appos	_	_
5	.	_	.	.	_	1	punct	_	_

1	Good	_	JJ	JJ	_	2	amod	_	_
2	one	_	CD	CD	_	0	null	_	_
3	.	_	.	.	_	2	punct	_	_

1	Aww	_	NNP	NNP	_	3	nsubj	_	_
2	,	_	,	,	_	1	punct	_	_
3	come	_	VBN	VBN	_	0	null	_	_
4	on	_	RP	RP	_	3	prt	_	_
5	,	_	,	,	_	3	punct	_	_
6	now	_	RB	RB	_	3	advmod	_	_
7	.	_	.	.	_	3	punct	_	_

1	If	_	IN	IN	_	3	mark	_	_
2	you	_	PRP	PRP	_	3	nsubj	_	_
3	think	_	VBP	VBP	_	15	advcl	_	_
4	you	_	PRP	PRP	_	6	nsubj	_	_
5	're	_	VBP	VBP	_	6	aux	_	_
6	gon	_	VBG	VBG	_	3	ccomp	_	_
7	na	_	TO	TO	_	6	xcomp	_	_
8	get	_	VB	VB	_	9	dep	_	_
9	mad	_	JJ	JJ	_	7	dep	_	_
10	at	_	IN	IN	_	9	prep	_	_
11	me	_	PRP	PRP	_	10	pobj	_	_
12	,	_	,	,	_	15	punct	_	_
13	you	_	PRP	PRP	_	15	nsubj	_	_
14	're	_	VBP	VBP	_	15	aux	_	_
15	barking	_	VBG	VBG	_	0	null	_	_
16	up	_	RP	RP	_	15	prt	_	_
17	the	_	DT	DT	_	19	det	_	_
18	wrong	_	JJ	JJ	_	19	amod	_	_
19	tree	_	NN	NN	_	15	dobj	_	_
20	.	_	.	.	_	15	punct	_	_

1	Keep	_	VB	VB	_	5	ccomp	_	_
2	it	_	PRP	PRP	_	1	dobj	_	_
3	up	_	RP	RP	_	1	prt	_	_
4	,	_	,	,	_	5	punct	_	_
5	buddy	_	NN	NN	_	0	null	_	_
6	.	_	.	.	_	5	punct	_	_

1	That	_	DT	DT	_	5	nsubj	_	_
2	was	_	VBD	VBD	_	5	cop	_	_
3	my	_	PRP$	PRP$	_	5	poss	_	_
4	last	_	JJ	JJ	_	5	amod	_	_
5	one	_	NN	NN	_	0	null	_	_
6	.	_	.	.	_	5	punct	_	_

1	Good	_	JJ	JJ	_	0	null	_	_
2	.	_	.	.	_	1	punct	_	_

1	'Cause	_	CC	CC	_	5	cc	_	_
2	I	_	PRP	PRP	_	5	nsubj	_	_
3	would	_	MD	MD	_	5	aux	_	_
4	n't	_	RB	RB	_	5	neg	_	_
5	want	_	VB	VB	_	0	null	_	_
6	to	_	TO	TO	_	7	aux	_	_
7	end	_	VB	VB	_	5	xcomp	_	_
8	up	_	RP	RP	_	7	prt	_	_
9	in	_	IN	IN	_	7	prep	_	_
10	the	_	DT	DT	_	12	det	_	_
11	dog	_	NN	NN	_	12	nn	_	_
12	house	_	NN	NN	_	9	pobj	_	_
13	.	_	.	.	_	5	punct	_	_

1	Hey	_	NNP	NNP	_	5	nsubj	_	_
2	,	_	,	,	_	5	punct	_	_
3	I	_	PRP	PRP	_	5	nsubj	_	_
4	was	_	VBD	VBD	_	5	aux	_	_
5	thinking	_	VBG	VBG	_	0	null	_	_
6	.	_	.	.	_	5	punct	_	_

1	Mmhmm	_	NNP	NNP	_	0	null	_	_
2	.	_	.	.	_	1	punct	_	_

1	I	_	PRP	PRP	_	2	nsubj	_	_
2	mean	_	VBP	VBP	_	0	null	_	_
3	,	_	,	,	_	2	punct	_	_
4	this	_	DT	DT	_	5	nsubj	_	_
5	is	_	VBZ	VBZ	_	2	ccomp	_	_
6	in	_	IN	IN	_	5	prep	_	_
7	no	_	DT	DT	_	8	det	_	_
8	way	_	NN	NN	_	6	pobj	_	_
9	related	_	VBN	VBN	_	8	partmod	_	_
10	to	_	TO	TO	_	9	prep	_	_
11	anything	_	NN	NN	_	10	pobj	_	_
12	other	_	JJ	JJ	_	11	amod	_	_
13	than	_	IN	IN	_	16	dep	_	_
14	,	_	,	,	_	16	punct	_	_
15	you	_	PRP	PRP	_	16	nsubj	_	_
16	know	_	VBP	VBP	_	12	ccomp	_	_
17	,	_	,	,	_	16	punct	_	_
18	being	_	VBG	VBG	_	19	cop	_	_
19	practical	_	JJ	JJ	_	16	xcomp	_	_
20	.	_	.	.	_	2	punct	_	_

1	I	_	PRP	PRP	_	3	nsubj	_	_
2	was	_	VBD	VBD	_	3	aux	_	_
3	thinking	_	VBG	VBG	_	0	null	_	_
4	maybe	_	RB	RB	_	7	advmod	_	_
5	we	_	PRP	PRP	_	7	nsubj	_	_
6	should	_	MD	MD	_	7	aux	_	_
7	push	_	VB	VB	_	3	ccomp	_	_
8	our	_	PRP$	PRP$	_	10	poss	_	_
9	wedding	_	VBG	VBG	_	10	amod	_	_
10	date	_	NN	NN	_	7	dobj	_	_
11	back	_	RB	RB	_	7	advmod	_	_
12	.	_	.	.	_	3	punct	_	_

1	Hm	_	NNP	NNP	_	0	null	_	_
2	.	_	.	.	_	1	punct	_	_

1	How	_	WRB	WRB	_	0	null	_	_
2	long	_	RB	RB	_	1	advmod	_	_
3	?	_	.	.	_	1	punct	_	_

1	I	_	PRP	PRP	_	4	nsubj	_	_
2	do	_	VBP	VBP	_	4	aux	_	_
3	n't	_	RB	RB	_	4	neg	_	_
4	know	_	VB	VB	_	0	null	_	_
5	.	_	.	.	_	4	punct	_	_

1	Like	_	IN	IN	_	0	null	_	_
2	a	_	DT	DT	_	3	det	_	_
3	year	_	NN	NN	_	1	pobj	_	_
4	.	_	.	.	_	1	punct	_	_

1	You	_	PRP	PRP	_	2	nsubj	_	_
2	know	_	VBP	VBP	_	0	null	_	_
3	,	_	,	,	_	2	punct	_	_
4	make	_	VBP	VBP	_	5	cop	_	_
5	sure	_	JJ	JJ	_	7	dep	_	_
6	we	_	PRP	PRP	_	7	nsubj	_	_
7	get	_	VBP	VBP	_	2	ccomp	_	_
8	everything	_	NN	NN	_	7	dobj	_	_
9	right	_	RB	RB	_	7	advmod	_	_
10	.	_	.	.	_	2	punct	_	_

1	Okay	_	NNP	NNP	_	0	null	_	_
2	,	_	,	,	_	1	punct	_	_
3	totally	_	RB	RB	_	1	advmod	_	_
4	.	_	.	.	_	1	punct	_	_

1	Sure	_	NNP	NNP	_	0	null	_	_
2	.	_	.	.	_	1	punct	_	_

1	You	_	PRP	PRP	_	2	nsubj	_	_
2	think	_	VBP	VBP	_	0	null	_	_
3	so	_	RB	RB	_	2	advmod	_	_
4	?	_	.	.	_	2	punct	_	_

1	Yeah	_	UH	UH	_	0	null	_	_
2	,	_	,	,	_	1	punct	_	_
3	why	_	WRB	WRB	_	1	dep	_	_
4	not	_	RB	RB	_	1	neg	_	_
5	?	_	.	.	_	1	punct	_	_

1	Why	_	WRB	WRB	_	2	advmod	_	_
2	put	_	VBD	VBD	_	11	dep	_	_
3	a	_	DT	DT	_	4	det	_	_
4	bunch	_	NN	NN	_	2	dobj	_	_
5	of	_	IN	IN	_	4	prep	_	_
6	pressure	_	NN	NN	_	5	pobj	_	_
7	on	_	IN	IN	_	6	prep	_	_
8	it	_	PRP	PRP	_	7	pobj	_	_
9	,	_	,	,	_	11	punct	_	_
10	you	_	PRP	PRP	_	11	nsubj	_	_
11	know	_	VBP	VBP	_	0	null	_	_
12	what	_	WP	WP	_	14	dobj	_	_
13	I	_	PRP	PRP	_	14	nsubj	_	_
14	mean	_	VBP	VBP	_	11	ccomp	_	_
15	?	_	.	.	_	11	punct	_	_

1	Drive	_	VB	VB	_	0	null	_	_
2	ourselves	_	PRP	PRP	_	3	nsubj	_	_
3	crazy	_	JJ	JJ	_	1	ccomp	_	_
4	.	_	.	.	_	1	punct	_	_

1	Hey	_	NNP	NNP	_	4	nsubj	_	_
2	,	_	,	,	_	4	punct	_	_
3	I	_	PRP	PRP	_	4	nsubj	_	_
4	got	_	VBD	VBD	_	0	null	_	_
5	to	_	TO	TO	_	6	aux	_	_
6	go	_	VB	VB	_	4	xcomp	_	_
7	grab	_	VB	VB	_	6	xcomp	_	_
8	a	_	DT	DT	_	9	det	_	_
9	couple	_	NN	NN	_	11	nsubj	_	_
10	more	_	RBR	RBR	_	11	advmod	_	_
11	things	_	NNS	NNS	_	7	ccomp	_	_
12	,	_	,	,	_	4	punct	_	_
13	then	_	RB	RB	_	4	advmod	_	_
14	we	_	PRP	PRP	_	15	nsubj	_	_
15	take	_	VBP	VBP	_	4	dep	_	_
16	off	_	RP	RP	_	15	prt	_	_
17	?	_	.	.	_	4	punct	_	_

1	Yeah	_	UH	UH	_	0	null	_	_
2	.	_	.	.	_	1	punct	_	_

1	All	_	DT	DT	_	2	det	_	_
2	right	_	NN	NN	_	0	null	_	_
3	,	_	,	,	_	2	punct	_	_
4	babe	_	NN	NN	_	2	appos	_	_
5	.	_	.	.	_	2	punct	_	_

1	Bye	_	NNP	NNP	_	0	null	_	_
2	.	_	.	.	_	1	punct	_	_

1	I	_	PRP	PRP	_	4	nsubj	_	_
2	've	_	VBP	VBP	_	4	aux	_	_
3	been	_	VBN	VBN	_	4	aux	_	_
4	saying	_	VBG	VBG	_	0	null	_	_
5	it	_	PRP	PRP	_	4	dobj	_	_
6	for	_	IN	IN	_	10	prep	_	_
7	two	_	CD	CD	_	8	num	_	_
8	years	_	NNS	NNS	_	6	pobj	_	_
9	,	_	,	,	_	10	punct	_	_
10	Doc	_	NNP	NNP	_	4	tmod	_	_
11	.	_	.	.	_	4	punct	_	_

1	Upandcoming	_	VBG	VBG	_	0	null	_	_
2	neighborhood	_	NN	NN	_	1	dobj	_	_
3	.	_	.	.	_	1	punct	_	_

1	Growth	_	NN	NN	_	2	nn	_	_
2	market	_	NN	NN	_	0	null	_	_
3	.	_	.	.	_	2	punct	_	_

1	And	_	CC	CC	_	3	cc	_	_
2	now	_	RB	RB	_	3	advmod	_	_
3	look	_	VBP	VBP	_	0	null	_	_
4	around	_	RB	RB	_	3	advmod	_	_
5	.	_	.	.	_	3	punct	_	_

1	What	_	WP	WP	_	4	dobj	_	_
2	do	_	VBP	VBP	_	4	aux	_	_
3	you	_	PRP	PRP	_	4	nsubj	_	_
4	see	_	VB	VB	_	0	null	_	_
5	?	_	.	.	_	4	punct	_	_

1	Well	_	RB	RB	_	3	dep	_	_
2	...	_	:	:	_	3	punct	_	_
3	kind	_	NN	NN	_	0	null	_	_
4	of	_	IN	IN	_	3	prep	_	_
5	looks	_	VBZ	VBZ	_	4	pobj	_	_
6	the	_	DT	DT	_	7	det	_	_
7	same	_	JJ	JJ	_	3	dep	_	_
8	to	_	TO	TO	_	7	prep	_	_
9	me	_	PRP	PRP	_	8	pobj	_	_
10	,	_	,	,	_	7	punct	_	_
11	Herrm	_	NNP	NNP	_	7	appos	_	_
12	.	_	.	.	_	3	punct	_	_

1	I	_	PRP	PRP	_	2	nsubj	_	_
2	see	_	VBP	VBP	_	0	null	_	_
3	potential	_	JJ	JJ	_	2	acomp	_	_
4	.	_	.	.	_	2	punct	_	_

1	Dr.	_	NNP	NNP	_	2	nn	_	_
2	Charles	_	NNP	NNP	_	0	null	_	_
3	.	_	.	.	_	2	punct	_	_

1	Detective	_	JJ	JJ	_	0	null	_	_
2	.	_	.	.	_	1	punct	_	_

1	Thanks	_	NNS	NNS	_	0	null	_	_
2	,	_	,	,	_	1	punct	_	_
3	Herrmann	_	NNP	NNP	_	1	appos	_	_
4	.	_	.	.	_	1	punct	_	_

1	You	_	PRP	PRP	_	2	nsubj	_	_
2	got	_	VBD	VBD	_	5	ccomp	_	_
3	it	_	PRP	PRP	_	2	dobj	_	_
4	,	_	,	,	_	5	punct	_	_
5	sweetheart	_	NN	NN	_	0	null	_	_
6	.	_	.	.	_	5	punct	_	_

1	All	_	DT	DT	_	2	det	_	_
2	right	_	NN	NN	_	0	null	_	_
3	.	_	.	.	_	2	punct	_	_

1	To	_	TO	TO	_	0	null	_	_
2	the	_	DT	DT	_	3	det	_	_
3	elephant	_	NN	NN	_	1	pobj	_	_
4	.	_	.	.	_	1	punct	_	_

1	The	_	DT	DT	_	2	det	_	_
2	one	_	CD	CD	_	0	null	_	_
3	we	_	PRP	PRP	_	4	nsubj	_	_
4	eat	_	VBP	VBP	_	2	rcmod	_	_
5	a	_	DT	DT	_	6	det	_	_
6	piece	_	NN	NN	_	4	dobj	_	_
7	at	_	IN	IN	_	4	prep	_	_
8	a	_	DT	DT	_	9	det	_	_
9	time	_	NN	NN	_	7	pobj	_	_
10	instead	_	RB	RB	_	9	cc	_	_
11	of	_	IN	IN	_	10	dep	_	_
12	whole	_	JJ	JJ	_	9	conj	_	_
13	.	_	.	.	_	2	punct	_	_

1	That	_	DT	DT	_	3	nsubj	_	_
2	's	_	VBZ	VBZ	_	3	cop	_	_
3	kind	_	NN	NN	_	0	null	_	_
4	of	_	IN	IN	_	3	prep	_	_
5	how	_	WRB	WRB	_	7	advmod	_	_
6	you	_	PRP	PRP	_	7	nsubj	_	_
7	get	_	VBP	VBP	_	4	pcomp	_	_
8	the	_	DT	DT	_	9	det	_	_
9	son	_	NN	NN	_	7	dobj	_	_
10	of	_	IN	IN	_	9	prep	_	_
11	a	_	DT	DT	_	12	det	_	_
12	bitch	_	NN	NN	_	10	pobj	_	_
13	out	_	IN	IN	_	12	prep	_	_
14	of	_	IN	IN	_	13	dep	_	_
15	the	_	DT	DT	_	16	det	_	_
16	room	_	NN	NN	_	14	pobj	_	_
17	.	_	.	.	_	3	punct	_	_

1	Right	_	RB	RB	_	0	null	_	_
2	?	_	.	.	_	1	punct	_	_

1	Yeah	_	UH	UH	_	0	null	_	_
2	.	_	.	.	_	1	punct	_	_

1	We	_	PRP	PRP	_	3	nsubj	_	_
2	're	_	VBP	VBP	_	3	aux	_	_
3	celebrating	_	VBG	VBG	_	0	null	_	_
4	.	_	.	.	_	3	punct	_	_

1	What	_	WP	WP	_	2	attr	_	_
2	are	_	VBP	VBP	_	4	dobj	_	_
3	we	_	PRP	PRP	_	4	nsubj	_	_
4	celebrating	_	VBG	VBG	_	0	null	_	_
5	?	_	.	.	_	4	punct	_	_

1	Hank	_	NNP	NNP	_	3	nsubj	_	_
2	is	_	VBZ	VBZ	_	3	aux	_	_
3	letting	_	VBG	VBG	_	0	null	_	_
4	me	_	PRP	PRP	_	5	nsubj	_	_
5	move	_	VB	VB	_	3	ccomp	_	_
6	back	_	RB	RB	_	5	advmod	_	_
7	into	_	IN	IN	_	5	prep	_	_
8	my	_	PRP$	PRP$	_	9	poss	_	_
9	apartment	_	NN	NN	_	7	pobj	_	_
10	.	_	.	.	_	3	punct	_	_

1	He	_	PRP	PRP	_	2	nsubj	_	_
2	trusts	_	NNS	NNS	_	0	null	_	_
3	me	_	PRP	PRP	_	2	dobj	_	_
4	.	_	.	.	_	2	punct	_	_

1	Wow	_	NNP	NNP	_	0	null	_	_
2	.	_	.	.	_	1	punct	_	_

1	That	_	DT	DT	_	3	nsubj	_	_
2	's	_	VBZ	VBZ	_	3	cop	_	_
3	huge	_	JJ	JJ	_	0	null	_	_
4	.	_	.	.	_	3	punct	_	_

1	Yeah	_	UH	UH	_	0	null	_	_
2	.	_	.	.	_	1	punct	_	_

1	I	_	PRP	PRP	_	2	nsubj	_	_
2	think	_	VBP	VBP	_	0	null	_	_
3	he	_	PRP	PRP	_	5	nsubj	_	_
4	just	_	RB	RB	_	5	advmod	_	_
5	wants	_	VBZ	VBZ	_	2	ccomp	_	_
6	his	_	PRP$	PRP$	_	7	poss	_	_
7	bathroom	_	NN	NN	_	5	dobj	_	_
8	back	_	RB	RB	_	5	advmod	_	_
9	,	_	,	,	_	2	punct	_	_
10	but	_	CC	CC	_	2	cc	_	_
11	whatever	_	WDT	WDT	_	2	conj	_	_
12	.	_	.	.	_	2	punct	_	_

1	Well	_	RB	RB	_	5	advmod	_	_
2	,	_	,	,	_	5	punct	_	_
3	you	_	PRP	PRP	_	5	nsubj	_	_
4	can	_	MD	MD	_	5	aux	_	_
5	do	_	VB	VB	_	0	null	_	_
6	some	_	DT	DT	_	8	det	_	_
7	serious	_	JJ	JJ	_	8	amod	_	_
8	damage	_	NN	NN	_	5	dobj	_	_
9	in	_	IN	IN	_	5	prep	_	_
10	a	_	DT	DT	_	11	det	_	_
11	bathroom	_	NN	NN	_	9	pobj	_	_
12	.	_	.	.	_	5	punct	_	_

1	What	_	WP	WP	_	0	null	_	_
2	?	_	.	.	_	1	punct	_	_

1	I	_	PRP	PRP	_	3	nsubj	_	_
2	just	_	RB	RB	_	3	advmod	_	_
3	meant	_	VBD	VBD	_	0	null	_	_
4	you	_	PRP	PRP	_	6	nsubj	_	_
5	're	_	VBP	VBP	_	6	cop	_	_
6	messy	_	JJ	JJ	_	3	ccomp	_	_
7	.	_	.	.	_	3	punct	_	_

1	Like	_	IN	IN	_	0	null	_	_
2	,	_	,	,	_	7	punct	_	_
3	you	_	PRP	PRP	_	7	nsubj	_	_
4	're	_	VBP	VBP	_	7	cop	_	_
5	a	_	DT	DT	_	7	det	_	_
6	messy	_	JJ	JJ	_	7	amod	_	_
7	person	_	NN	NN	_	1	pobj	_	_
8	.	_	.	.	_	1	punct	_	_

1	God	_	NNP	NNP	_	0	null	_	_
2	.	_	.	.	_	1	punct	_	_

1	Seriously	_	RB	RB	_	7	advmod	_	_
2	,	_	,	,	_	7	punct	_	_
3	though	_	RB	RB	_	7	advmod	_	_
4	,	_	,	,	_	7	punct	_	_
5	this	_	DT	DT	_	7	nsubj	_	_
6	is	_	VBZ	VBZ	_	7	cop	_	_
7	good	_	JJ	JJ	_	0	null	_	_
8	.	_	.	.	_	7	punct	_	_

1	I	_	PRP	PRP	_	3	nsubjpass	_	_
2	was	_	VBD	VBD	_	3	auxpass	_	_
3	worried	_	VBN	VBN	_	0	null	_	_
4	that	_	IN	IN	_	10	complm	_	_
5	hole	_	NN	NN	_	10	nsubj	_	_
6	you	_	PRP	PRP	_	8	nsubj	_	_
7	were	_	VBD	VBD	_	8	aux	_	_
8	digging	_	VBG	VBG	_	5	rcmod	_	_
9	was	_	VBD	VBD	_	10	aux	_	_
10	gon	_	VBG	VBG	_	3	ccomp	_	_
11	na	_	TO	TO	_	14	aux	_	_
12	be	_	VB	VB	_	14	cop	_	_
13	too	_	RB	RB	_	14	advmod	_	_
14	deep	_	JJ	JJ	_	10	xcomp	_	_
15	.	_	.	.	_	3	punct	_	_

1	I	_	PRP	PRP	_	3	nsubj	_	_
2	was	_	VBD	VBD	_	3	cop	_	_
3	lucky	_	JJ	JJ	_	0	null	_	_
4	.	_	.	.	_	3	punct	_	_

1	I	_	PRP	PRP	_	2	nsubj	_	_
2	had	_	VBD	VBD	_	0	null	_	_
3	a	_	DT	DT	_	4	det	_	_
4	lot	_	NN	NN	_	2	dobj	_	_
5	of	_	IN	IN	_	4	prep	_	_
6	people	_	NNS	NNS	_	5	pobj	_	_
7	reaching	_	VBG	VBG	_	6	partmod	_	_
8	in	_	RP	RP	_	7	prt	_	_
9	to	_	TO	TO	_	10	aux	_	_
10	pull	_	VB	VB	_	7	xcomp	_	_
11	me	_	PRP	PRP	_	10	dobj	_	_
12	out	_	RP	RP	_	10	prt	_	_
13	.	_	.	.	_	2	punct	_	_

1	Alvin	_	NNP	NNP	_	0	null	_	_
2	.	_	.	.	_	1	punct	_	_

1	Hank	_	NNP	NNP	_	0	null	_	_
2	.	_	.	.	_	1	punct	_	_

1	Burgundy	_	NNP	NNP	_	3	nsubj	_	_
2	,	_	,	,	_	1	punct	_	_
3	right	_	RB	RB	_	0	null	_	_
4	?	_	.	.	_	3	punct	_	_

1	That	_	IN	IN	_	0	null	_	_
2	a	_	DT	DT	_	7	det	_	_
3	...	_	:	:	_	7	punct	_	_
4	that	_	IN	IN	_	7	nsubj	_	_
5	a	_	DT	DT	_	7	det	_	_
6	peace	_	NN	NN	_	7	nn	_	_
7	offering	_	NN	NN	_	1	pobj	_	_
8	?	_	.	.	_	1	punct	_	_

1	I	_	PRP	PRP	_	2	nsubj	_	_
2	'm	_	VBP	VBP	_	0	null	_	_
3	in	_	IN	IN	_	2	prep	_	_
4	an	_	DT	DT	_	6	det	_	_
5	apologetic	_	JJ	JJ	_	6	amod	_	_
6	mood	_	NN	NN	_	3	pobj	_	_
7	.	_	.	.	_	2	punct	_	_

1	Oh	_	UH	UH	_	3	dep	_	_
2	,	_	,	,	_	3	punct	_	_
3	man	_	NN	NN	_	0	null	_	_
4	.	_	.	.	_	3	punct	_	_

1	We	_	PRP	PRP	_	4	nsubj	_	_
2	're	_	VBP	VBP	_	4	aux	_	_
3	always	_	RB	RB	_	4	advmod	_	_
4	gon	_	VBG	VBG	_	17	ccomp	_	_
5	na	_	TO	TO	_	4	xcomp	_	_
6	be	_	VB	VB	_	7	aux	_	_
7	paying	_	VBG	VBG	_	5	pcomp	_	_
8	for	_	IN	IN	_	7	prep	_	_
9	the	_	DT	DT	_	10	det	_	_
10	debts	_	NNS	NNS	_	8	pobj	_	_
11	of	_	IN	IN	_	10	prep	_	_
12	the	_	DT	DT	_	13	det	_	_
13	past	_	NN	NN	_	11	pobj	_	_
14	,	_	,	,	_	17	punct	_	_
15	are	_	VBP	VBP	_	17	cop	_	_
16	n't	_	RB	RB	_	17	neg	_	_
17	we	_	PRP	PRP	_	0	null	_	_
18	?	_	.	.	_	17	punct	_	_

1	Yeah	_	UH	UH	_	0	null	_	_
2	.	_	.	.	_	1	punct	_	_

1	I	_	PRP	PRP	_	2	nsubj	_	_
2	guess	_	VBP	VBP	_	0	null	_	_
3	we	_	PRP	PRP	_	4	nsubj	_	_
4	are	_	VBP	VBP	_	2	ccomp	_	_
5	.	_	.	.	_	2	punct	_	_

1	Hm	_	NNP	NNP	_	0	null	_	_
2	.	_	.	.	_	1	punct	_	_

1	You	_	PRP	PRP	_	2	nsubj	_	_
2	know	_	VBP	VBP	_	0	null	_	_
3	something	_	NN	NN	_	2	dobj	_	_
4	?	_	.	.	_	2	punct	_	_

1	I	_	PRP	PRP	_	3	nsubj	_	_
2	'll	_	MD	MD	_	3	aux	_	_
3	do	_	VB	VB	_	0	null	_	_
4	it	_	PRP	PRP	_	3	dobj	_	_
5	for	_	IN	IN	_	3	prep	_	_
6	the	_	DT	DT	_	7	det	_	_
7	rest	_	NN	NN	_	5	pobj	_	_
8	of	_	IN	IN	_	7	prep	_	_
9	my	_	PRP$	PRP$	_	10	poss	_	_
10	days	_	NNS	NNS	_	8	pobj	_	_
